Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
3313,LP07508p;FI16824p1;RNA polymerase-associated protein Rtf1,CG10955;Rtf1,6.0717,5.8333,4.2349,6.0347,5.8112,5.8262,5.9911,6.3819,1.5913000000000004,0,0,0.012195121951219513,0.006172839506172839,0.0060222824450466735,0.0035087719298245615
FBgn0013342,"RH40025p;Neuronal synaptobrevin, isoform K;Neuronal synaptobrevin, isoform J;GH19566p;GH04664p;Neuronal synaptobrevin, isoform E",n-syb-RD;nSyb,7.842,7.1714,6.5078,6.5966,7.9928,8.0981,7.6742,8.41,1.590300000000001,0,1,0.014227642276422764,0.006172839506172839,0.008054802770249924,0.0035087719298245615
3835,GM03616p;FI17510p1,CG9917-RA;Dmel\CG9917,5.4476,4.694,3.844,3.8743,5.4999,5.4334,5.0927,5.8962,1.5894,0,0,0.014227642276422764,0.006172839506172839,0.008054802770249924,0.0035087719298245615
FBgn0026575,"Hangover, isoform C;Zinc finger protein hangover;Zinc finger protein hangover, Isoform A",BcDNA:LD22118;hang,6.2075,6.5763,5.2572,6.414,6.8004,6.8461,6.8229,6.4248,1.5888999999999998,1,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
2177,Peptide receptor GPCR;CNMamide receptor,;CNMaR,5.9257,6.578,5.0614,6.6264,6.6429,6.6383,6.8723,6.7875,1.5769000000000002,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3121,Transient-receptor-potential-like protein,trpl,6.0746,6.318,4.5365,5.8784,6.1467,6.1099,6.0902,6.1117,1.5733999999999995,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
FBgn0015039,Cytochrome P450 9b2,Cyp9b2,6.3161,6.8006,5.0176,6.7313,6.5396,6.562,6.5619,6.3682,1.5444000000000004,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3531,"Cyclin-dependent kinase 12, isoform C;Cyclin-dependent kinase 12",cdc2c-RC;Cdk12;Cdk2;Cdk9,5.7845,5.8942,4.2049,5.8913,5.6872,5.7368,5.8642,5.6942,1.5318999999999994,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
646,"FI19082p1 (Fragment);SD10981p;Putative exoribonuclease DIS3;Dis3, isoform A",Dis3;Dis3-RA,7.3987,7.8938,6.2347,7.2683,7.6943,7.7604,7.1379,7.2266,1.5256999999999996,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3591,"Uncharacterized protein, isoform B;GH05836p",Dmel\CG10139,5.7659,5.861,4.2813,5.2427,5.8504,5.8063,5.783,5.7919,1.5250000000000004,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3140,CDC16;Cell division cycle 16,Cdc16;cdc16-RA,5.9504,6.2765,4.4829,6.0474,5.9149,5.9883,6.17,6.3698,1.5053999999999998,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3760,Zinc finger CCHC-type containing 7,Zcchc7,5.0467,5.5502,4.0767,5.3178,5.5226,5.5811,5.7459,5.3146,1.5044000000000004,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3142,Bride of doubletime,Bdbt,6.12,5.7814,4.5952,6.3972,6.1145,6.0949,5.9136,6.1695,1.4996999999999998,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3487,"TBP-associated factor 6, isoform B;Transcription initiation factor TFIID subunit 6",Taf6,5.941,5.9579,4.3635,5.5406,5.8818,5.8209,5.7724,5.7921,1.4573999999999998,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3570,"Staufen, isoform C;Maternal effect protein staufen;Maternal effect protein staufen, Isoform B",stau,5.6599,4.6893,4.7603,5.6529,6.2062,6.2174,5.5191,5.8249,1.4570999999999996,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
748,Kynurenine formamidase;Kynurenine formamidase,KFase,7.0707,7.4898,5.9594,7.407,7.3653,7.4156,7.6051,7.5412,1.4562000000000008,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
1450,Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing);Glutamine--fructose-6-phosphate transaminase (isomerizing),Gfat1;Gfat2,6.7744,6.898,5.6277,7.2622,7.0549,7.045,6.6647,6.8345,1.4173,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
1238,"RIM-binding protein, isoform K",Rbp,6.3176,7.2277,6.0212,6.9567,7.3403,7.4174,7.0475,6.8666,1.3961999999999994,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
358,FI19456p1;Band 7 protein CG42540,CG13719;CG14192;CG32245;CG42540;CG42540-RD;CG7468;CG7633;Dmel\CG14644;NEST:bs06h05,8.4104,7.5224,6.3805,7.7279,7.7894,7.7673,8.203,7.5291,1.3868,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
FBgn0038143,"Uncharacterized protein, isoform G;Uncharacterized protein, isoform A",Dmel\CG9813,6.6995,6.6646,5.57,6.1995,6.8171,6.9431,6.6958,6.6714,1.3731,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
3422,"Fuseless, isoform A",fusl,5.6558,6.0329,4.3092,5.6084,5.6631,5.6759,6.2889,6.3235,1.3667000000000007,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
779,GH09360p;FI03672p,CG9855;Dmel\CG9855,7.455,7.5761,5.9575,7.6176,7.2955,7.3044,7.4331,7.0539,1.3469000000000007,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
FBgn0037647,GH04846p,RagA-B,5.9864,5.9468,4.2833,5.9772,5.6031,5.6256,6.0522,6.4204,1.3423000000000007,0,0,0.014227642276422764,0.007716049382716049,0.006511592893706715,0.0043859649122807015
FBgn0015799,Retinoblastoma family protein,Rbf,6.1206,6.5355,5.3232,6.7116,6.605,6.6652,6.502,6.192,1.3419999999999996,1,0,0.014227642276422764,0.009259259259259259,0.004968383017163505,0.005263157894736842
FBgn0034808,RE45066p,Dmel\CG9896,6.7976,6.2429,6.0383,6.0313,7.2996,7.355,7.2168,7.4434,1.3167000000000009,0,1,0.016260162601626018,0.009259259259259259,0.007000903342366759,0.005263157894736842
FBgn0021795,Signal sequence receptor subunit delta,Tapdelta,6.9431,5.8703,5.5751,6.224,6.8092,6.8146,6.2236,6.114,1.2395000000000005,0,0,0.016260162601626018,0.009259259259259259,0.007000903342366759,0.005263157894736842
FBgn0035510,Cuticular protein 64Aa,Cpr64Aa,6.9202,6.4671,5.2208,6.0535,6.559,6.4435,6.6479,7.1059,1.2227000000000006,0,1,0.018292682926829267,0.009259259259259259,0.009033423667570008,0.005263157894736842
3583,Phosphomannomutase,Pmm2,5.8478,5.1697,4.3256,5.8483,5.6635,5.5449,6.6312,5.3812,1.2193000000000005,0,0,0.018292682926829267,0.009259259259259259,0.009033423667570008,0.005263157894736842
FBgn0061200,"Nucleoporin 153kD, isoform D;Nuclear pore complex protein Nup153",Nup153,6.3216,5.9189,5.7862,6.3287,6.955,7.0004,6.4581,6.4962,1.2142,1,0,0.018292682926829267,0.010802469135802469,0.007490213791026799,0.0061403508771929825
1881,"Eukaryotic translation initiation factor 4G2, isoform A",eIF4G2,6.5062,6.5637,5.5351,6.731,6.6528,6.7284,6.7079,6.8461,1.1932999999999998,0,0,0.018292682926829267,0.010802469135802469,0.007490213791026799,0.0061403508771929825
FBgn0263994,"Uncharacterized protein, isoform C;Uncharacterized protein, isoform B",CG15028;Dmel\CG43737,7.4465,6.7668,6.4179,6.647,7.5501,7.6088,7.112,7.2561,1.1908999999999992,0,0,0.018292682926829267,0.010802469135802469,0.007490213791026799,0.0061403508771929825
2401,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial",Suv3,6.254,6.5664,5.3744,6.6467,6.4989,6.5537,6.2704,6.1494,1.1793000000000005,0,0,0.018292682926829267,0.010802469135802469,0.007490213791026799,0.0061403508771929825
FBgn0031879,"Uninflatable, isoform C;Uninflatable, isoform B",uif,6.2201,6.2521,5.0955,6.2108,6.3682,6.2747,6.2996,6.4515,1.1791999999999998,0,1,0.02032520325203252,0.010802469135802469,0.009522734116230051,0.0061403508771929825
FBgn0259222,"Uncharacterized protein, isoform N;Uncharacterized protein, isoform I",CG15688;CG15690;CG42322-RF;CG42322-RI,7.0683,7.4317,6.3579,7.3768,7.5082,7.5368,7.146,7.0171,1.1789000000000005,0,0,0.02032520325203252,0.010802469135802469,0.009522734116230051,0.0061403508771929825
FBgn0029503,Cysteine and histidine-rich domain-containing protein,CHORD,5.9573,6.7811,5.5652,6.45,6.7551,6.7357,5.321,5.3307,1.1704999999999997,1,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
3445,"Frazzled, isoform C;FI24025p1;Frazzled, isoform B;RE24885p;RE12428p;Frazzled;Frazzled",fra;fra-RA,6.0203,5.5101,4.6652,5.6538,5.8002,5.8304,5.7956,6.0895,1.1652000000000005,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0040623,Microsomal signal peptidase 12 kDa subunit (Fragment);Signal peptidase complex subunit 1,Spase12;Spase12-RA,5.3818,6.5687,5.4404,6.6062,6.5474,6.5998,5.1202,5.1935,1.1593999999999998,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0031505,NADH dehydrogenase [ubiquinone] 1 subunit C2,ND-B14.5B,6.8601,7.4085,6.2103,7.0492,7.3525,7.3675,7.063,6.9007,1.1571999999999996,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0027607,Dymeclin,CG8230,6.331,6.6365,5.4701,6.646,6.5734,6.6231,6.3203,6.3622,1.1529999999999996,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0039555,GH07821p,mRpS22,6.3153,6.2981,5.2846,6.361,6.3307,6.4283,6.3197,6.2724,1.1437,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0030724,"Nipsnap, isoform F;Protein NipSnap",Nipsnap,6.2437,6.9724,5.7763,6.6788,6.8835,6.9179,6.5408,6.8221,1.1416000000000004,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0023531,"FI03693p;MIP12868p;Uncharacterized protein, isoform F;Uncharacterized protein, isoform G;Uncharacterized protein, isoform E;Uncharacterized protein, isoform H;Uncharacterized protein, isoform I;Uncharacterized protein, isoform J;Uncharacterized protein, isoform L;Uncharacterized protein, isoform K;Uncharacterized protein, isoform M;Coiled-coil domain-containing protein CG32809;Coiled-coil domain-containing protein CG32809, Isoform B",CG32809;CG32809-RB;CG32809-RD;CG3737;CG3783;CG3791;EG:73D1.1;EG:9D2.2,6.6815,6.6342,5.5046,6.7157,6.5556,6.6461,6.6031,6.6526,1.1414999999999997,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0013467,"Igloo, isoform A",igl,6.8375,6.7497,5.5703,6.3611,6.7202,6.7088,6.6923,6.6625,1.1385000000000005,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0265082,Moesin/ezrin/radixin homolog 1;Moesin/ezrin/radixin homolog 1,Cdep,6.4569,6.3174,5.2491,6.2357,6.368,6.3843,6.2375,6.4074,1.1351999999999993,0,0,0.02032520325203252,0.012345679012345678,0.007979524239686842,0.007017543859649123
FBgn0285926,"IGF-II mRNA-binding protein, isoform L;IGF-II mRNA-binding protein, isoform K",CG1691;Imp,7.8322,8.3251,7.2179,8.2081,8.302,8.3531,7.7794,7.7836,1.1351999999999993,1,0,0.02032520325203252,0.013888888888888888,0.006436314363143632,0.007894736842105263
FBgn0083228,FI18190p1,Frq;Frq1;Frq2,6.4695,6.0016,5.1515,5.8979,6.2757,6.2732,6.2036,6.5041,1.1216999999999997,0,0,0.02032520325203252,0.013888888888888888,0.006436314363143632,0.007894736842105263
FBgn0036484,Peroxisomal assembly protein PEX3,Pex3,6.4965,6.6391,5.5168,6.6037,6.5986,6.6371,6.3807,6.4642,1.1203000000000003,0,0,0.02032520325203252,0.013888888888888888,0.006436314363143632,0.007894736842105263
FBgn0034261,"FI02012p;Hermansky-Pudlak syndrome 4, isoform A;RE07883p",HPS4,6.2848,5.7144,5.6907,6.2175,6.7814,6.8042,6.3857,6.3399,1.1135000000000002,0,0,0.02032520325203252,0.013888888888888888,0.006436314363143632,0.007894736842105263
1625,"Potassium voltage-gated channel protein Shaker, Isoform Beta;Potassium voltage-gated channel protein Shaker, Isoform L",Sh;Sh-RF,6.5358,6.1605,6.1392,6.6516,7.3107,7.2393,6.6348,6.6761,1.1001000000000003,0,0,0.02032520325203252,0.013888888888888888,0.006436314363143632,0.007894736842105263
FBgn0003346,"Ran GTPase activating protein;Ran GTPase activating protein;Ran GTPase activating protein;Ran GTPase activating protein;Ran GTPase activating protein, isoform B;Ran GTPase activating protein, isoform C;Ran GTPase-activating protein",RanGAP;Sd-RanGAP,6.6346,6.6022,5.5318,6.6076,6.6082,6.6299,6.5938,6.7122,1.0981000000000005,1,0,0.02032520325203252,0.015432098765432098,0.004893104486600422,0.008771929824561403
522,Mitoferrin,mfrn,7.3626,7.6303,6.5473,7.6582,7.562,7.6431,7.6575,7.5431,1.0957999999999997,0,0,0.02032520325203252,0.015432098765432098,0.004893104486600422,0.008771929824561403
FBgn0003205,Ras-like protein 1,Ras85D,6.9048,7.5923,6.4432,7.2258,7.5695,7.5356,7.1822,7.3205,1.0923999999999996,0,1,0.022357723577235773,0.015432098765432098,0.006925624811803675,0.008771929824561403
3517,Coenzyme Q8,Coq8,5.729,5.4545,4.7744,5.9628,5.8195,5.8583,5.5,5.7478,1.0838999999999999,0,0,0.022357723577235773,0.015432098765432098,0.006925624811803675,0.008771929824561403
FBgn0034709,RE01730p;GM06507p,Swim,7.3708,7.4717,6.394,7.1971,7.5574,7.464,8.1135,8.0313,1.0700000000000003,0,1,0.024390243902439025,0.015432098765432098,0.008958145137006927,0.008771929824561403
FBgn0029888,"RE31024p (Fragment);RE10478p (Fragment);NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",CG3192-RB;ND-ASHI,6.2398,6.4508,5.4479,6.4355,6.4526,6.5106,6.4655,6.2753,1.0627000000000004,0,0,0.024390243902439025,0.015432098765432098,0.008958145137006927,0.008771929824561403
FBgn0003116,EG:152A3.5 protein (Fbgn0003116;pn protein);Prune,pn,6.5628,6.5639,5.6439,6.7159,6.684,6.706,6.5929,6.9945,1.0621,0,0,0.024390243902439025,0.015432098765432098,0.008958145137006927,0.008771929824561403
FBgn0003977,Protein virilizer,vir,6.4911,6.5349,5.4543,6.4976,6.4904,6.5146,6.4677,6.6145,1.0602999999999998,1,0,0.024390243902439025,0.016975308641975308,0.0074149352604637175,0.009649122807017544
621,Nitrilase and fragile histidine triad fusion protein NitFhit,NitFhit,7.0078,7.8128,6.5882,7.3863,7.6278,7.6394,7.4394,7.3257,1.0512000000000006,0,0,0.024390243902439025,0.016975308641975308,0.0074149352604637175,0.009649122807017544
3242,LD35843p,Dmel\CG8187,5.6044,6.0271,5.0226,6.0479,6.0814,6.0404,5.7472,6.0799,1.0178000000000003,0,0,0.024390243902439025,0.016975308641975308,0.0074149352604637175,0.009649122807017544
FBgn0025615,CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);Torsin-like protein,CG3024;Torsin,6.346,5.7278,5.6573,6.1676,6.6162,6.6715,6.3903,6.3024,1.0141999999999998,0,0,0.024390243902439025,0.016975308641975308,0.0074149352604637175,0.009649122807017544
FBgn0038381,Poly(U)-specific endoribonuclease,CG31292-RA;EndoU,6.4212,5.74,5.6088,6.2421,6.6742,6.621,6.521,6.3745,1.0122000000000009,0,1,0.026422764227642278,0.016975308641975308,0.00944745558566697,0.009649122807017544
