#SUBMITTED ID	GO_CELLULAR_COMPONENT	GO_MOLECULAR_FUNCTION	INTERPRO_DOMAINS	SYMBOL	UNIPROT_PROTEIN_DOMAINS
FBgn0025631	integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR000276, InterPro:IPR017452 located_in <newline> integral component of membrane ; GO:0016021 | located_in inferred from sequence or structural similarity <newline> plasma membrane ; GO:0005886 | located_in inferred from direct assay <newline> pleated septate junction ; GO:0005919 | located_in inferred from direct assay	G protein-coupled receptor activity ; GO:0004930 | enables inferred from mutant phenotype <newline> G protein-coupled receptor activity ; GO:0004930 | enables inferred from sequence or structural similarity	IPR000276:G protein-coupled receptor, rhodopsin-like <newline> IPR017452:GPCR, rhodopsin-like, 7TM	moody
FBgn0025697	membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR002159 located_in <newline> cytoplasm ; GO:0005737 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000230217	scavenger receptor activity ; GO:0005044 | enables inferred from biological aspect of ancestor with PANTHER:PTN000230217	IPR002159:CD36 family	santa-maria
FBgn0025878	neuronal cell body ; GO:0043025 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895063 <newline> axon ; GO:0030424 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895063 <newline> plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895062	axon guidance receptor activity ; GO:0008046 | enables inferred from biological aspect of ancestor with PANTHER:PTN002895063	IPR003598:Immunoglobulin subtype 2 <newline> IPR003599:Immunoglobulin subtype <newline> IPR003961:Fibronectin type III <newline> IPR007110:Immunoglobulin-like domain <newline> IPR013783:Immunoglobulin-like fold <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR036116:Fibronectin type III superfamily	wrapper
FBgn0026189	integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR008795 located_in	-	IPR008795:Prominin	promL
FBgn0028482	plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001296633 <newline> axon ; GO:0030424 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001296633 <newline> integral component of plasma membrane ; GO:0005887 | located_in inferred from direct assay	cell-cell adhesion mediator activity ; GO:0098632 | enables inferred from physical interaction with tutl <newline> cell-cell adhesion mediator activity ; GO:0098632 | enables inferred from biological aspect of ancestor with PANTHER:PTN001296633	IPR003598:Immunoglobulin subtype 2 <newline> IPR003599:Immunoglobulin subtype <newline> IPR003961:Fibronectin type III <newline> IPR007110:Immunoglobulin-like domain <newline> IPR013106:Immunoglobulin V-set domain <newline> IPR043204:Basigin-like <newline> IPR013783:Immunoglobulin-like fold <newline> IPR013098:Immunoglobulin I-set <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR036116:Fibronectin type III superfamily	bdl
FBgn0028523	-	-	IPR003591:Leucine-rich repeat, typical subtype <newline> IPR032675:Leucine-rich repeat domain superfamily <newline> IPR001611:Leucine-rich repeat	CG5888
FBgn0030752	integral component of membrane ; GO:0016021 | located_in inferred from electronic annotation with InterPro:IPR030351 <newline> endoplasmic reticulum ; GO:0005783 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000100867 <newline> plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000100867 <newline> Golgi apparatus ; GO:0005794 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000100867	-	IPR005045:CDC50/LEM3 family <newline> IPR030351:Cell cycle control protein 50A	CDC50
FBgn0032021	-	-	IPR031424:Protein quiver <newline> IPR045860:Snake toxin-like superfamily	CG7781
FBgn0032797	synaptic cleft ; GO:0043083 | located_in inferred from direct assay	peptidase inhibitor activity ; GO:0030414 | inferred from electronic annotation with InterPro:IPR008197 enables	IPR000436:Sushi/SCR/CCP domain <newline> IPR007110:Immunoglobulin-like domain <newline> IPR008197:WAP-type 'four-disulfide core' domain <newline> IPR035976:Sushi/SCR/CCP superfamily <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR013783:Immunoglobulin-like fold	Hasp
FBgn0033504	membrane ; GO:0016020 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN004455073	-	IPR001452:SH3 domain <newline> IPR003127:SoHo domain <newline> IPR036028:SH3-like domain superfamily <newline> IPR028506:Sorbin and SH3 domain-containing protein	CAP
FBgn0034588	-	starch binding ; GO:2001070 | inferred from electronic annotation with InterPro:IPR002044 enables <newline> glycerophosphocholine phosphodiesterase activity ; GO:0047389 | enables inferred from biological aspect of ancestor with PANTHER:PTN001120996	IPR030395:Glycerophosphodiester phosphodiesterase domain <newline> IPR002044:Carbohydrate binding module family 20 <newline> IPR013784:Carbohydrate-binding-like fold <newline> IPR017946:PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily <newline> IPR033506:Glycerophosphodiester phosphodiesterase Gde1 <newline> IPR013783:Immunoglobulin-like fold	CG9394
FBgn0034718	plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001223373 <newline> plasma membrane ; GO:0005886 | located_in inferred from direct assay <newline> integral component of membrane ; GO:0016021 | located_in inferred from sequence model	protein binding ; GO:0005515 | enables inferred from physical interaction with UniProtKB:Q9VWE0	IPR001611:Leucine-rich repeat <newline> IPR032675:Leucine-rich repeat domain superfamily	wdp
FBgn0034808	-	-	-	CG9896
FBgn0036202	receptor complex ; GO:0043235 | part_of inferred from biological aspect of ancestor with PANTHER:PTN002332954 <newline> plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002332954 <newline> cytoplasm ; GO:0005737 | located_in inferred from mutant phenotype	-	IPR002172:Low-density lipoprotein (LDL) receptor class A repeat <newline> IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site <newline> IPR036055:LDL receptor-like superfamily <newline> IPR035914:Spermadhesin, CUB domain superfamily	loaf
FBgn0037016	cellular_component ; GO:0005575 | is_active_in no biological data available	molecular_function ; GO:0003674 | enables no biological data available	IPR001007:VWFC domain	CG13252
FBgn0037676	-	-	IPR045860:Snake toxin-like superfamily	CG8861
FBgn0038149	plasma membrane ; GO:0005886 | located_in inferred from direct assay inferred from high throughput direct assay	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor ; GO:0016671 | enables inferred from electronic annotation with InterPro:IPR004911 <newline> oxidoreductase activity ; GO:0016491 | enables inferred from biological aspect of ancestor with PANTHER:PTN000325955 <newline> oxidoreductase activity, acting on a sulfur group of donors ; GO:0016667 | enables inferred from sequence or structural similarity with UniProtKB:P13284	IPR004911:Gamma interferon inducible lysosomal thiol reductase GILT	GILT1
FBgn0038172	extracellular space ; GO:0005615 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000150875 <newline> extracellular space ; GO:0005615 | located_in inferred from direct assay	adenosine deaminase activity ; GO:0004000 | enables inferred from direct assay <newline> adenosine deaminase activity ; GO:0004000 | enables inferred from biological aspect of ancestor with PANTHER:PTN000150817	IPR001365:Adenosine deaminase domain <newline> IPR006331:Adenosine deaminase-related growth factor <newline> IPR013659:Adenosine/AMP deaminase N-terminal <newline> IPR032466:Metal-dependent hydrolase <newline> IPR006330:Adenosine/adenine deaminase	Adgf-D
FBgn0038282	neuron projection membrane ; GO:0032589 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000589413 <newline> integral component of plasma membrane ; GO:0005887 | located_in inferred from sequence model	molecular_function ; GO:0003674 | enables no biological data available	IPR003598:Immunoglobulin subtype 2 <newline> IPR003599:Immunoglobulin subtype <newline> IPR013106:Immunoglobulin V-set domain <newline> IPR013783:Immunoglobulin-like fold <newline> IPR007110:Immunoglobulin-like domain <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR037448:Zwei Ig domain protein zig-8	dpr9
FBgn0038881	integral component of membrane ; GO:0016021 | located_in inferred from sequence model	-	-	aus
FBgn0038975	neuromuscular junction ; GO:0031594 | inferred from direct assay located_in <newline> terminal bouton ; GO:0043195 | located_in inferred from direct assay <newline> integral component of presynaptic membrane ; GO:0099056 | located_in inferred from direct assay <newline> type I terminal bouton ; GO:0061174 | inferred from mutant phenotype inferred from direct assay located_in <newline> trans-synaptic protein complex ; GO:0098820 | part_of inferred from physical interaction with Nlg1 <newline> neuromuscular junction ; GO:0031594 | located_in inferred from direct assay	protein binding ; GO:0005515 | enables inferred from physical interaction with CASK <newline> apolipoprotein binding ; GO:0034185 | enables inferred from physical interaction with apolpp <newline> protein kinase binding ; GO:0019901 | enables inferred from physical interaction with UniProtKB:Q24210 <newline> neuroligin family protein binding ; GO:0097109 | enables inferred from physical interaction with Nlg2 <newline> neurexin family protein binding ; GO:0042043 | enables inferred from physical interaction with UniProtKB:Q9Vinferred by curator7	IPR000742:EGF-like domain <newline> IPR001791:Laminin G domain <newline> IPR013320:Concanavalin A-like lectin/glucanase domain superfamily	Nrx-1
FBgn0039064	cytoplasm ; GO:0005737 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000164250	zinc ion binding ; GO:0008270 | enables inferred from biological aspect of ancestor with PANTHER:PTN000164250 <newline> metalloaminopeptidase activity ; GO:0070006 | enables inferred from biological aspect of ancestor with PANTHER:PTN000164250 <newline> peptide binding ; GO:0042277 | enables inferred from biological aspect of ancestor with PANTHER:PTN000164250	IPR024571:ERAP1-like C-terminal domain <newline> IPR014782:Peptidase M1, membrane alanine aminopeptidase <newline> IPR027268:Peptidase M4/M1, CTD superfamily <newline> IPR042097:Aminopeptidase N-like , N-terminal domain superfamliy <newline> IPR045357:Aminopeptidase N-like , N-terminal domain	CG4467
FBgn0039089	-	molecular_function ; GO:0003674 | enables no biological data available	IPR007110:Immunoglobulin-like domain <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR013783:Immunoglobulin-like fold	beat-IV
FBgn0039157	myosin complex ; GO:0016459 | inferred from electronic annotation with InterPro:IPR001609, InterPro:IPR010926 part_of <newline> plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001406997 <newline> microvillus ; GO:0005902 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001406997 <newline> actin cytoskeleton ; GO:0015629 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000320364	ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR001609 enables <newline> actin filament binding ; GO:0051015 | enables inferred from biological aspect of ancestor with PANTHER:PTN000320364 <newline> microfilament motor activity ; GO:0000146 | enables inferred from biological aspect of ancestor with PANTHER:PTN000320364	IPR027417:P-loop containing nucleoside triphosphate hydrolase <newline> IPR000048:IQ motif, EF-hand binding site <newline> IPR001609:Myosin head, motor domain <newline> IPR010926:Class I myosin tail homology domain <newline> IPR036961:Kinesin motor domain superfamily	Myo95E
FBgn0039332	cellular_component ; GO:0005575 | is_active_in no biological data available	molecular_function ; GO:0003674 | enables no biological data available	IPR001611:Leucine-rich repeat <newline> IPR003591:Leucine-rich repeat, typical subtype <newline> IPR032675:Leucine-rich repeat domain superfamily	alrm
FBgn0039647	-	-	-	jus
FBgn0039705	autophagosome membrane ; GO:0000421 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000459084 <newline> Atg12-Atg5-Atg16 complex ; GO:0034274 | part_of inferred from sequence or structural similarity with SGD:S000004769	-	IPR001680:WD40 repeat <newline> IPR015943:WD40/YVTN repeat-like-containing domain superfamily <newline> IPR013923:Autophagy-related protein 16 domain <newline> IPR019775:WD40 repeat, conserved site <newline> IPR020472:G-protein beta WD-40 repeat <newline> IPR036322:WD40-repeat-containing domain superfamily <newline> IPR045160:Autophagy-related protein 16	Atg16
FBgn0041604	anchored component of plasma membrane ; GO:0046658 | inferred from electronic annotation with InterPro:IPR001863 located_in <newline> collagen-containing extracellular matrix ; GO:0062023 | inferred from electronic annotation with InterPro:IPR001863 located_in <newline> axon ; GO:0030424 | located_in inferred from direct assay <newline> synapse ; GO:0045202 | located_in inferred from direct assay <newline> perivitelline space ; GO:0098595 | located_in inferred from high throughput direct assay <newline> synapse ; GO:0045202 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000088172 <newline> neuromuscular junction ; GO:0031594 | located_in inferred from direct assay <newline> cell surface ; GO:0009986 | located_in inferred from direct assay <newline> plasma membrane ; GO:0005886 | located_in inferred from high throughput direct assay <newline> external side of plasma membrane ; GO:0009897 | located_in inferred from direct assay <newline> cell surface ; GO:0009986 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002247069 <newline> cytoneme ; GO:0035230 | located_in inferred from direct assay	hedgehog family protein binding ; GO:0097108 | enables inferred from direct assay <newline> Wnt-protein binding ; GO:0017147 | enables inferred from direct assay	IPR001863:Glypican	dlp
FBgn0043806	cellular_component ; GO:0005575 | is_active_in no biological data available	molecular_function ; GO:0003674 | enables no biological data available	IPR012674:Calycin	CG32032
FBgn0046704	synapse ; GO:0045202 | located_in inferred from direct assay <newline> protein-containing complex ; GO:0032991 | part_of inferred from direct assay <newline> presynaptic active zone ; GO:0048786 | located_in inferred from direct assay <newline> focal adhesion ; GO:0005925 | located_in inferred from direct assay <newline> presynaptic active zone ; GO:0048786 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000971714	protein binding ; GO:0005515 | enables inferred from physical interaction with Liprin-γ inferred from physical interaction with Liprin-β	IPR030442:Liprin-alpha <newline> IPR001660:Sterile alpha motif domain <newline> IPR029515:LAR-interacting protein, Liprin <newline> IPR037622:Liprin-alpha, SAM domain repeat 3 <newline> IPR037621:Liprin-alpha, SAM domain repeat 2 <newline> IPR037620:Liprin-alpha, SAM domain repeat 1 <newline> IPR013761:Sterile alpha motif/pointed domain superfamily	Liprin-alpha
FBgn0051660	integral component of plasma membrane ; GO:0005887 | located_in inferred from sequence or structural similarity with mGluR	G protein-coupled receptor activity ; GO:0004930 | enables inferred from sequence or structural similarity with mGluR	IPR017978:GPCR family 3, C-terminal <newline> IPR043458:G-protein coupled receptor 158/179	smog
FBgn0051676	-	-	IPR031424:Protein quiver	CG31676
FBgn0052206	plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002372555	-	IPR000859:CUB domain <newline> IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site <newline> IPR036055:LDL receptor-like superfamily <newline> IPR035914:Spermadhesin, CUB domain superfamily <newline> IPR002172:Low-density lipoprotein (LDL) receptor class A repeat	CG32206
FBgn0052600	neuron projection membrane ; GO:0032589 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000589413 <newline> integral component of plasma membrane ; GO:0005887 | located_in inferred from sequence model	molecular_function ; GO:0003674 | enables no biological data available	IPR003598:Immunoglobulin subtype 2 <newline> IPR007110:Immunoglobulin-like domain <newline> IPR013106:Immunoglobulin V-set domain <newline> IPR013783:Immunoglobulin-like fold <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR013098:Immunoglobulin I-set <newline> IPR013151:Immunoglobulin <newline> IPR003599:Immunoglobulin subtype <newline> IPR037448:Zwei Ig domain protein zig-8	dpr8
FBgn0053481	neuron projection membrane ; GO:0032589 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000589413 <newline> integral component of plasma membrane ; GO:0005887 | located_in inferred from sequence model	molecular_function ; GO:0003674 | enables no biological data available	IPR013783:Immunoglobulin-like fold <newline> IPR013106:Immunoglobulin V-set domain <newline> IPR007110:Immunoglobulin-like domain <newline> IPR003599:Immunoglobulin subtype <newline> IPR003598:Immunoglobulin subtype 2 <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR037448:Zwei Ig domain protein zig-8	dpr7
FBgn0053543	neuron projection ; GO:0043005 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000456776	molecular_function ; GO:0003674 | enables no biological data available	IPR003598:Immunoglobulin subtype 2 <newline> IPR003961:Fibronectin type III <newline> IPR013098:Immunoglobulin I-set <newline> IPR013783:Immunoglobulin-like fold <newline> IPR007110:Immunoglobulin-like domain <newline> IPR003599:Immunoglobulin subtype <newline> IPR013151:Immunoglobulin <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR036116:Fibronectin type III superfamily	CG33543
FBgn0085382	neuronal cell body ; GO:0043025 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895063 <newline> axon ; GO:0030424 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895063 <newline> plasma membrane ; GO:0005886 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002895062	axon guidance receptor activity ; GO:0008046 | enables inferred from biological aspect of ancestor with PANTHER:PTN002895063	IPR013098:Immunoglobulin I-set <newline> IPR003961:Fibronectin type III <newline> IPR007110:Immunoglobulin-like domain <newline> IPR013783:Immunoglobulin-like fold <newline> IPR003598:Immunoglobulin subtype 2 <newline> IPR003599:Immunoglobulin subtype <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR036116:Fibronectin type III superfamily	CG34353
FBgn0086604	-	-	IPR013162:CD80-like, immunoglobulin C2-set <newline> IPR013106:Immunoglobulin V-set domain <newline> IPR007110:Immunoglobulin-like domain <newline> IPR003599:Immunoglobulin subtype <newline> IPR003598:Immunoglobulin subtype 2 <newline> IPR013783:Immunoglobulin-like fold <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR036116:Fibronectin type III superfamily	side-VIII
FBgn0250908	-	molecular_function ; GO:0003674 | enables no biological data available	IPR007110:Immunoglobulin-like domain <newline> IPR013162:CD80-like, immunoglobulin C2-set <newline> IPR036179:Immunoglobulin-like domain superfamily <newline> IPR013783:Immunoglobulin-like fold	beat-VII
FBgn0259210	integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR008795 located_in <newline> rhabdomere microvillus ; GO:0035996 | located_in inferred from direct assay <newline> integral component of membrane ; GO:0016021 | located_in inferred from sequence model	molecular_function ; GO:0003674 | enables no biological data available	IPR008795:Prominin	prom
FBgn0259685	apical plasma membrane ; GO:0016324 | located_in inferred from direct assay <newline> subapical complex ; GO:0035003 | part_of traceable author statement <newline> rhabdomere ; GO:0016028 | located_in inferred from direct assay <newline> plasma membrane ; GO:0005886 | located_in inferred from direct assay <newline> nucleus ; GO:0005634 | located_in inferred from high throughput direct assay <newline> apicolateral plasma membrane ; GO:0016327 | located_in inferred from direct assay <newline> photoreceptor connecting cilium ; GO:0032391 | located_in inferred from direct assay <newline> apicolateral plasma membrane ; GO:0016327 | located_in inferred from direct assay inferred from physical interaction with sdt <newline> plasma membrane ; GO:0005886 | located_in inferred from high throughput direct assay	calcium ion binding ; GO:0005509 | inferred from electronic annotation with InterPro:IPR001881, InterPro:IPR018097 enables <newline> protein kinase C binding ; GO:0005080 | enables inferred from physical interaction with aPKC <newline> spectrin binding ; GO:0030507 | enables traceable author statement <newline> Notch binding ; GO:0005112 | enables inferred from biological aspect of ancestor with PANTHER:PTN002371879	IPR018097:EGF-like calcium-binding, conserved site <newline> IPR000152:EGF-type aspartate/asparagine hydroxylation site <newline> IPR000742:EGF-like domain <newline> IPR001791:Laminin G domain <newline> IPR001881:EGF-like calcium-binding domain <newline> IPR013032:EGF-like, conserved site <newline> IPR013320:Concanavalin A-like lectin/glucanase domain superfamily <newline> IPR009030:Growth factor receptor cysteine-rich domain superfamily	crb
