Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
tr|A1Z7M0|A1Z7M0_DROME,Extracellular,Signal peptide,0.13760000467300415,0.05640000104904175,0.8413000106811523,0.14550000429153442,0.10840000212192535,0.014999999664723873,0.34950000047683716,0.23119999468326569,0.5497999787330627,0.004999999888241291
sp|A1Z8D0|PWP1_DROME,Nucleus,Nuclear localization signal,0.4487000107765198,0.656499981880188,0.011900000274181366,0.13339999318122864,0.024299999698996544,0.006800000090152025,0.02879999950528145,0.08659999817609787,0.14830000698566437,0.0019000000320374966
tr|A1Z8Q9|A1Z8Q9_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.5805000066757202,0.7218999862670898,0.04529999941587448,0.11309999972581863,0.04910000041127205,0.004900000058114529,0.05270000174641609,0.03280000016093254,0.050999999046325684,0.005400000140070915
tr|A1Z9R9|A1Z9R9_DROME,Extracellular,Signal peptide,0.0925000011920929,0.09960000216960907,0.7990999817848206,0.2768999934196472,0.061400000005960464,0.007000000216066837,0.20720000565052032,0.13120000064373016,0.23680000007152557,0.0008999999845400453
tr|A1ZBJ7|A1ZBJ7_DROME,Cell membrane,,0.13670000433921814,0.062199998646974564,0.48019999265670776,0.6274999976158142,0.05400000140070915,0.014800000004470348,0.1899999976158142,0.17440000176429749,0.18250000476837158,0.003000000026077032
tr|A1ZBX0|A1ZBX0_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.6075000166893005,0.5608000159263611,0.149399995803833,0.14480000734329224,0.2689000070095062,0.010300000198185444,0.07479999959468842,0.08919999748468399,0.11339999735355377,0.004000000189989805
sp|A8JUP7|HAYAN_DROME,Extracellular,Signal peptide,0.15770000219345093,0.07720000296831131,0.909600019454956,0.13950000703334808,0.05429999902844429,0.026100000366568565,0.12319999933242798,0.11150000244379044,0.16339999437332153,0.0019000000320374966
tr|C0PV53|C0PV53_DROME,Extracellular,,0.16580000519752502,0.06800000369548798,0.5239999890327454,0.5163999795913696,0.05420000106096268,0.02889999933540821,0.2840000092983246,0.17649999260902405,0.18299999833106995,0.0052999998442828655
tr|D1YSG0|D1YSG0_DROME,Cytoplasm,Nuclear localization signal,0.7246000170707703,0.4424000084400177,0.12790000438690186,0.33730000257492065,0.042899999767541885,0.052400000393390656,0.08869999647140503,0.20469999313354492,0.2750000059604645,0.0003000000142492354
tr|E1JGK8|E1JGK8_DROME,Mitochondrion,Mitochondrial transit peptide,0.38089999556541443,0.23430000245571136,0.5393999814987183,0.18960000574588776,0.7476999759674072,0.14730000495910645,0.3131999969482422,0.23229999840259552,0.19200000166893005,0.4023999869823456
tr|M9MRP4|M9MRP4_DROME,Cytoplasm,Nuclear localization signal,0.7228999733924866,0.38199999928474426,0.03779999911785126,0.4546999931335449,0.1770000010728836,0.024399999529123306,0.18330000340938568,0.12520000338554382,0.21140000224113464,0.018200000748038292
tr|M9MRT1|M9MRT1_DROME,Extracellular,Signal peptide,0.12639999389648438,0.08009999990463257,0.8485999703407288,0.4174000024795532,0.13819999992847443,0.05090000107884407,0.21490000188350677,0.32829999923706055,0.1941000074148178,0.003599999938160181
tr|M9NFW1|M9NFW1_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.5690000057220459,0.6098999977111816,0.47440001368522644,0.1216999962925911,0.13699999451637268,0.08330000191926956,0.17430000007152557,0.1145000010728836,0.19609999656677246,0.012500000186264515
sp|O46108|LIP3_DROME,Extracellular|Lysosome/Vacuole,Signal peptide,0.09269999712705612,0.03799999877810478,0.8420000076293945,0.14900000393390656,0.04560000076889992,0.06030000001192093,0.37310001254081726,0.5705000162124634,0.15139999985694885,0.01360000018030405
sp|P46824|KLC_DROME,Cytoplasm,Nuclear export signal,0.7545999884605408,0.48500001430511475,0.06390000134706497,0.1712999939918518,0.10080000013113022,0.008200000040233135,0.08259999752044678,0.2401999980211258,0.26739999651908875,0.05389999970793724
tr|Q00G30|Q00G30_DROME,Nucleus,Nuclear localization signal,0.3472000062465668,0.9319999814033508,0.02250000089406967,0.0649000033736229,0.023900000378489494,0.0010999999940395355,0.02250000089406967,0.023399999365210533,0.029999999329447746,0.0003000000142492354
tr|Q0E9F9|Q0E9F9_DROME,Extracellular,Signal peptide,0.2011999934911728,0.052299998700618744,0.8475000262260437,0.2143000066280365,0.04800000041723251,0.07660000026226044,0.29100000858306885,0.43470001220703125,0.3325999975204468,0.006500000134110451
sp|Q24248|ARA_DROME,Nucleus,Nuclear localization signal,0.257099986076355,0.883899986743927,0.007600000128149986,0.05420000106096268,0.04859999939799309,0.003100000089034438,0.04560000076889992,0.019099999219179153,0.009999999776482582,0.0020000000949949026
sp|Q24492|RFA1_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.5242000222206116,0.7617999911308289,0.01759999990463257,0.050999999046325684,0.08389999717473984,0.0013000000035390258,0.11069999635219574,0.027899999171495438,0.021700000390410423,0.00419999985024333
tr|Q4V3L3|Q4V3L3_DROME,Extracellular,Signal peptide,0.21320000290870667,0.1193000003695488,0.6100000143051147,0.35190001130104065,0.08780000358819962,0.009200000204145908,0.4456999897956848,0.29030001163482666,0.2451999932527542,0.01600000075995922
sp|Q7JVL3|PRP38_DROME,Nucleus,Nuclear localization signal,0.24150000512599945,0.9034000039100647,0.016300000250339508,0.03440000116825104,0.10840000212192535,0.0010999999940395355,0.03579999879002571,0.009700000286102295,0.0052999998442828655,0.004699999932199717
tr|Q7JXU4|Q7JXU4_DROME,Nucleus,Nuclear localization signal,0.3472000062465668,0.7583000063896179,0.007600000128149986,0.021199999377131462,0.08349999785423279,0.025599999353289604,0.1306000053882599,0.00839999970048666,0.046799998730421066,0.000699999975040555
sp|Q7K3D8|DMAP1_DROME,Nucleus,Nuclear localization signal,0.29109999537467957,0.9559999704360962,0.005799999926239252,0.006000000052154064,0.09040000289678574,0.002400000113993883,0.008299999870359898,0.004999999888241291,0.00930000003427267,0.013000000268220901
sp|Q7KU86|URM1_DROME,Cytoplasm,,0.64410001039505,0.3262999951839447,0.04320000112056732,0.28850001096725464,0.3531000018119812,0.001500000013038516,0.351500004529953,0.3756999969482422,0.21359999477863312,0.028300000354647636
tr|Q86LG7|Q86LG7_DROME,Cell membrane,Signal peptide|Transmembrane domain,0.10530000180006027,0.06920000165700912,0.09920000284910202,0.7444000244140625,0.1111999973654747,0.012400000356137753,0.2508000135421753,0.22789999842643738,0.36970001459121704,0.012500000186264515
tr|Q86LH3|Q86LH3_DROME,Cell membrane,Signal peptide|Transmembrane domain,0.10989999771118164,0.05810000002384186,0.1362999975681305,0.6783999800682068,0.11140000075101852,0.009100000374019146,0.24639999866485596,0.26499998569488525,0.29339998960494995,0.007300000172108412
sp|Q8I0G5|COPG_DROME,Cytoplasm,Nuclear export signal,0.6344000101089478,0.35530000925064087,0.02290000021457672,0.24459999799728394,0.05169999971985817,0.019500000402331352,0.20980000495910645,0.35429999232292175,0.6642000079154968,0.010499999858438969
tr|Q8IMV4|Q8IMV4_DROME,Cytoplasm,,0.5011000037193298,0.15569999814033508,0.4943999946117401,0.12280000001192093,0.334199994802475,0.24369999766349792,0.05389999970793724,0.1509999930858612,0.054099999368190765,0.03500000014901161
tr|Q8IMW9|Q8IMW9_DROME,Cytoplasm,,0.59170001745224,0.1826999932527542,0.012000000104308128,0.5131000280380249,0.2809000015258789,0.02630000002682209,0.26579999923706055,0.22100000083446503,0.3249000012874603,0.00989999994635582
sp|Q8INF7|DAAF5_DROME,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7376000285148621,0.5073999762535095,0.015699999406933784,0.2011999934911728,0.24160000681877136,0.016699999570846558,0.20479999482631683,0.21610000729560852,0.30230000615119934,0.00930000003427267
tr|Q8MQJ7|Q8MQJ7_DROME,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7389000058174133,0.5346999764442444,0.0794999971985817,0.210999995470047,0.05660000070929527,0.0017000000225380063,0.09300000220537186,0.23720000684261322,0.22259999811649323,0.0005000000237487257
sp|Q8SYK5|INSV_DROME,Nucleus,Nuclear localization signal,0.20229999721050262,0.9448000192642212,0.017500000074505806,0.017000000923871994,0.08860000222921371,0.002099999925121665,0.00800000037997961,0.01679999940097332,0.009399999864399433,0.007600000128149986
tr|Q8T908|Q8T908_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.555400013923645,0.6674000024795532,0.04270000010728836,0.09149999916553497,0.3095000088214874,0.018799999728798866,0.11959999799728394,0.07400000095367432,0.06300000101327896,0.011900000274181366
sp|Q95RI5|FAXC_DROME,Cytoplasm,,0.6021999716758728,0.2671000063419342,0.12309999763965607,0.19480000436306,0.3659000098705292,0.04089999943971634,0.36809998750686646,0.07930000126361847,0.48100000619888306,0.03440000116825104
sp|Q95RV2|CAV_DROME,Nucleus,,0.4090000092983246,0.5382000207901001,0.2524999976158142,0.07180000096559525,0.2825999855995178,0.07649999856948853,0.13950000703334808,0.11389999836683273,0.09769999980926514,0.039900001138448715
tr|Q9I7T6|Q9I7T6_DROME,Nucleus,Nuclear localization signal,0.4442000091075897,0.7712000012397766,0.04619999974966049,0.05640000104904175,0.19110000133514404,0.06960000097751617,0.04360000044107437,0.04960000142455101,0.04039999842643738,0.12460000067949295
sp|Q9V3D2|HEM6_DROME,Mitochondrion,Mitochondrial transit peptide,0.14399999380111694,0.10080000013113022,0.10000000149011612,0.04089999943971634,0.9632999897003174,0.32100000977516174,0.18690000474452972,0.07890000194311142,0.1581999957561493,0.2540000081062317
tr|Q9V9P5|Q9V9P5_DROME,Cytoplasm,Peroxisomal targeting signal,0.7092000246047974,0.48919999599456787,0.11110000312328339,0.08320000022649765,0.16189999878406525,0.053700000047683716,0.17419999837875366,0.09529999643564224,0.2840000092983246,0.323199987411499
sp|Q9VAC8|SAS6_DROME,Cytoplasm,Nuclear localization signal,0.6988000273704529,0.5077999830245972,0.07500000298023224,0.11289999634027481,0.13609999418258667,0.0034000000450760126,0.11299999803304672,0.16140000522136688,0.3294000029563904,0.014499999582767487
tr|Q9VAM5|Q9VAM5_DROME,Nucleus,Nuclear localization signal,0.17579999566078186,0.9222999811172485,0.008200000040233135,0.11620000004768372,0.061400000005960464,0.003000000026077032,0.02329999953508377,0.01140000019222498,0.018699999898672104,0.002899999963119626
tr|Q9VBI1|Q9VBI1_DROME,Cytoplasm|Nucleus,,0.5103999972343445,0.7487999796867371,0.02280000038444996,0.023499999195337296,0.01979999989271164,0.0034000000450760126,0.0203000009059906,0.02290000021457672,0.02239999920129776,0.0012000000569969416
tr|Q9VBJ3|Q9VBJ3_DROME,Cytoplasm,Nuclear localization signal,0.7020999789237976,0.41620001196861267,0.050700001418590546,0.2759000062942505,0.12710000574588776,0.018400000408291817,0.13779999315738678,0.09239999949932098,0.14560000598430634,0.008700000122189522
tr|Q9VCH1|Q9VCH1_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.6644999980926514,0.6227999925613403,0.014600000344216824,0.0869000032544136,0.07980000227689743,0.0007999999797903001,0.07180000096559525,0.05950000137090683,0.08560000360012054,0.0003000000142492354
tr|Q9VCL4|Q9VCL4_DROME,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.1842000037431717,0.09730000048875809,0.09969999641180038,0.24480000138282776,0.08950000256299973,0.012900000438094139,0.864300012588501,0.23119999468326569,0.40119999647140503,0.043299999088048935
tr|Q9VCV3|Q9VCV3_DROME,Nucleus,Nuclear localization signal,0.24050000309944153,0.9599999785423279,0.0066999997943639755,0.022600000724196434,0.07940000295639038,0.0034000000450760126,0.045099999755620956,0.006500000134110451,0.01850000023841858,0.004100000020116568
tr|Q9VEC4|Q9VEC4_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.572700023651123,0.8752999901771545,0.1979999989271164,0.027899999171495438,0.06639999896287918,0.006500000134110451,0.031700000166893005,0.020999999716877937,0.017899999395012856,0.0010000000474974513
tr|Q9VET4|Q9VET4_DROME,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6291999816894531,0.6449999809265137,0.04179999977350235,0.07339999824762344,0.41530001163482666,0.011699999682605267,0.12200000137090683,0.0778999999165535,0.062300000339746475,0.0019000000320374966
tr|Q9VFI5|Q9VFI5_DROME,Extracellular,Signal peptide,0.1152999997138977,0.08340000361204147,0.9617000222206116,0.12150000035762787,0.0820000022649765,0.03009999915957451,0.10490000247955322,0.08739999681711197,0.07660000026226044,0.00279999990016222
tr|Q9VFL8|Q9VFL8_DROME,Cytoplasm|Nucleus,,0.555400013923645,0.5570999979972839,0.19589999318122864,0.10849999636411667,0.31779998540878296,0.031099999323487282,0.10949999839067459,0.17800000309944153,0.2290000021457672,0.04019999876618385
sp|Q9VHD2|MAAI2_DROME,Cytoplasm,Peroxisomal targeting signal,0.6970000267028809,0.3668000102043152,0.0066999997943639755,0.1868000030517578,0.40639999508857727,0.15700000524520874,0.05959999933838844,0.49320000410079956,0.13650000095367432,0.4154999852180481
sp|Q9VIQ0|SNPF_DROME,Extracellular,Signal peptide,0.09179999679327011,0.09910000115633011,0.9139000177383423,0.06520000100135803,0.07680000364780426,0.006800000090152025,0.15809999406337738,0.0731000006198883,0.2624000012874603,0.002099999925121665
sp|Q9VKM1|PIWI_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.6233999729156494,0.6430000066757202,0.16410000622272491,0.03759999945759773,0.12349999696016312,0.004999999888241291,0.10109999775886536,0.049800001084804535,0.020400000736117363,0.013799999840557575
tr|Q9VKM9|Q9VKM9_DROME,Cytoplasm,,0.6890000104904175,0.4875999987125397,0.061900001019239426,0.04179999977350235,0.31949999928474426,0.022099999710917473,0.20329999923706055,0.2572999894618988,0.21559999883174896,0.06960000097751617
tr|Q9VKT8|Q9VKT8_DROME,Extracellular,Signal peptide,0.1462000012397766,0.040699999779462814,0.781000018119812,0.11580000072717667,0.07720000296831131,0.13429999351501465,0.43389999866485596,0.5174000263214111,0.30720001459121704,0.027899999171495438
tr|Q9VLL1|Q9VLL1_DROME,Nucleus,Nuclear localization signal,0.31200000643730164,0.8813999891281128,0.029999999329447746,0.06310000270605087,0.121799997985363,0.0012000000569969416,0.02930000051856041,0.02979999966919422,0.018400000408291817,0.0015999999595806003
tr|Q9VMF5|Q9VMF5_DROME,Endoplasmic reticulum,Transmembrane domain,0.2549999952316284,0.24230000376701355,0.0617000013589859,0.4934999942779541,0.3637999892234802,0.022700000554323196,0.6607000231742859,0.5608999729156494,0.3912000060081482,0.00989999994635582
tr|Q9VMK7|Q9VMK7_DROME,Extracellular,Signal peptide,0.11169999837875366,0.08309999853372574,0.8761000037193298,0.07010000199079514,0.07699999958276749,0.017000000923871994,0.23420000076293945,0.09300000220537186,0.18970000743865967,0.0052999998442828655
tr|Q9VMQ9|Q9VMQ9_DROME,Cytoplasm|Nucleus,,0.6489999890327454,0.5480999946594238,0.03229999914765358,0.15780000388622284,0.17870000004768372,0.003599999938160181,0.24480000138282776,0.08190000057220459,0.04470000043511391,0.0017000000225380063
tr|Q9VQ04|Q9VQ04_DROME,Cytoplasm,,0.7314000129699707,0.4544999897480011,0.02500000037252903,0.04399999976158142,0.313400000333786,0.021800000220537186,0.0771000012755394,0.054499998688697815,0.06689999997615814,0.016599999740719795
sp|Q9VR35|MXT_DROME,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7005000114440918,0.6942999958992004,0.015799999237060547,0.1776999980211258,0.02669999934732914,0.0019000000320374966,0.0723000019788742,0.07509999722242355,0.04520000144839287,0.001500000013038516
tr|Q9VR53|Q9VR53_DROME,Cytoplasm|Lysosome/Vacuole,Nuclear localization signal|Nuclear export signal,0.6276000142097473,0.4223000109195709,0.020600000396370888,0.31529998779296875,0.03689999878406525,0.04769999906420708,0.120899997651577,0.5871000289916992,0.6291000247001648,0.0729999989271164
tr|Q9VR70|Q9VR70_DROME,Cell membrane,Transmembrane domain,0.24310000240802765,0.11990000307559967,0.010499999858438969,0.6883999705314636,0.16339999437332153,0.04749999940395355,0.37950000166893005,0.4023999869823456,0.22840000689029694,0.026799999177455902
tr|Q9VUI0|Q9VUI0_DROME,Cytoplasm,Nuclear localization signal,0.6708999872207642,0.4650999903678894,0.04010000079870224,0.11479999870061874,0.14489999413490295,0.05609999969601631,0.03920000046491623,0.05640000104904175,0.09399999678134918,0.03220000118017197
tr|Q9VUK1|Q9VUK1_DROME,Extracellular,Signal peptide,0.11990000307559967,0.050999999046325684,0.9375,0.10360000282526016,0.016200000420212746,0.012900000438094139,0.17739999294281006,0.21699999272823334,0.155799999833107,0.0005000000237487257
tr|Q9VUZ8|Q9VUZ8_DROME,Cytoplasm|Nucleus,Nuclear export signal,0.5573999881744385,0.6531000137329102,0.007699999958276749,0.020099999383091927,0.05790000036358833,0.0026000000070780516,0.08550000190734863,0.0892999991774559,0.12080000340938568,0.002099999925121665
tr|Q9VV14|Q9VV14_DROME,Extracellular,Signal peptide,0.08630000054836273,0.0820000022649765,0.6779999732971191,0.09239999949932098,0.051899999380111694,0.003800000064074993,0.16169999539852142,0.19059999287128448,0.05090000107884407,0.0007999999797903001
tr|Q9VVJ7|Q9VVJ7_DROME,Extracellular,Signal peptide,0.21819999814033508,0.12470000237226486,0.669700026512146,0.10090000182390213,0.11400000005960464,0.017100000753998756,0.5447999835014343,0.2442999929189682,0.26510000228881836,0.013700000010430813
sp|Q9VW43|CP305_DROME,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.1817999929189682,0.09149999916553497,0.12700000405311584,0.09179999679327011,0.14380000531673431,0.01489999983459711,0.8844000101089478,0.05990000069141388,0.2152000069618225,0.001500000013038516
sp|Q9VX39|TM41_DROME,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.09080000221729279,0.1589999943971634,0.01860000006854534,0.2761000096797943,0.11840000003576279,0.017100000753998756,0.6597999930381775,0.4357999861240387,0.4009000062942505,0.020099999383091927
tr|Q9VYD9|Q9VYD9_DROME,Mitochondrion,Mitochondrial transit peptide,0.1729000061750412,0.15790000557899475,0.03189999982714653,0.053700000047683716,0.8876000046730042,0.13050000369548798,0.050700001418590546,0.05270000174641609,0.02889999933540821,0.016100000590085983
tr|Q9VYE1|Q9VYE1_DROME,Cell membrane,Signal peptide|Transmembrane domain,0.33379998803138733,0.18610000610351562,0.03970000147819519,0.7171000242233276,0.12720000743865967,0.010300000198185444,0.3896999955177307,0.42480000853538513,0.3091999888420105,0.04349999874830246
tr|Q9VYG4|Q9VYG4_DROME,Nucleus,Nuclear localization signal,0.2215999960899353,0.8826000094413757,0.004900000058114529,0.029200000688433647,0.06129999831318855,0.004800000227987766,0.014399999752640724,0.061900001019239426,0.03449999913573265,0.0012000000569969416
tr|Q9VYX2|Q9VYX2_DROME,Nucleus,Nuclear localization signal,0.1597999930381775,0.9032999873161316,0.017500000074505806,0.02329999953508377,0.053700000047683716,0.0066999997943639755,0.016100000590085983,0.009999999776482582,0.029200000688433647,0.0005000000237487257
tr|Q9VZR0|Q9VZR0_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.677299976348877,0.633400022983551,0.02930000051856041,0.06239999830722809,0.19130000472068787,0.002199999988079071,0.13830000162124634,0.11779999732971191,0.12070000171661377,0.0008999999845400453
tr|Q9W009|Q9W009_DROME,Endoplasmic reticulum,Transmembrane domain,0.3458999991416931,0.2849000096321106,0.04989999905228615,0.4099999964237213,0.3116999864578247,0.04320000112056732,0.5199000239372253,0.4643999934196472,0.29750001430511475,0.01590000092983246
tr|Q9W0T9|Q9W0T9_DROME,Cytoplasm,Nuclear export signal,0.7099000215530396,0.4652000069618225,0.031099999323487282,0.08900000154972076,0.1436000019311905,0.01119999960064888,0.2754000127315521,0.3037000000476837,0.2029000073671341,0.03620000183582306
tr|Q9W168|Q9W168_DROME,Cytoplasm,,0.43639999628067017,0.39969998598098755,0.027899999171495438,0.2003999948501587,0.24369999766349792,0.07810000330209732,0.1436000019311905,0.41350001096725464,0.2786000072956085,0.04650000110268593
tr|Q9W1W4|Q9W1W4_DROME,Cell membrane,,0.09969999641180038,0.05609999969601631,0.4262000024318695,0.7457000017166138,0.04809999838471413,0.01679999940097332,0.18770000338554382,0.2547000050544739,0.4438999891281128,0.014600000344216824
tr|Q9W2C1|Q9W2C1_DROME,Nucleus,Nuclear localization signal,0.3873000144958496,0.928600013256073,0.020099999383091927,0.04879999905824661,0.09780000150203705,0.0026000000070780516,0.043299999088048935,0.025100000202655792,0.01640000008046627,0.003100000089034438
tr|Q9W2X6|Q9W2X6_DROME,Mitochondrion,Mitochondrial transit peptide,0.18799999356269836,0.07940000295639038,0.04560000076889992,0.06889999657869339,0.9445000290870667,0.012400000356137753,0.01850000023841858,0.02969999983906746,0.027000000700354576,0.005400000140070915
tr|Q9W323|Q9W323_DROME,Cytoplasm,,0.6162999868392944,0.3476000130176544,0.05400000140070915,0.2915000021457672,0.08009999990463257,0.0032999999821186066,0.18140000104904175,0.10909999907016754,0.2515000104904175,0.004399999976158142
tr|Q9W389|Q9W389_DROME,Cytoplasm,,0.5845000147819519,0.07519999891519547,0.19370000064373016,0.23399999737739563,0.4697999954223633,0.04439999908208847,0.19200000166893005,0.4830000102519989,0.5613999962806702,0.026499999687075615
tr|Q9W397|Q9W397_DROME,Nucleus,Nuclear localization signal,0.11999999731779099,0.9567999839782715,0.11240000277757645,0.008500000461935997,0.08699999749660492,0.000699999975040555,0.07580000162124634,0.02810000069439411,0.04670000076293945,0.0008999999845400453
tr|Q9W3P4|Q9W3P4_DROME,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.12290000170469284,0.06729999929666519,0.05420000106096268,0.4771000146865845,0.0934000015258789,0.0364999994635582,0.5557000041007996,0.40869998931884766,0.3305000066757202,0.006599999964237213
tr|Q9W4K0|Q9W4K0_DROME,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.09210000187158585,0.039000000804662704,0.013500000350177288,0.18770000338554382,0.24199999868869781,0.020099999383091927,0.8115000128746033,0.4072999954223633,0.847599983215332,0.14949999749660492
tr|Q9W4N1|Q9W4N1_DROME,Cytoplasm|Nucleus,,0.6585999727249146,0.5540000200271606,0.12880000472068787,0.12060000002384186,0.20399999618530273,0.02810000069439411,0.1842000037431717,0.15539999306201935,0.15940000116825104,0.11550000309944153
tr|Q9W4R9|Q9W4R9_DROME,Cytoplasm|Nucleus,Nuclear localization signal,0.7044000029563904,0.5407999753952026,0.04839999973773956,0.052400000393390656,0.2775000035762787,0.006800000090152025,0.17890000343322754,0.06129999831318855,0.10400000214576721,0.018699999898672104
tr|Q9W5C8|Q9W5C8_DROME,Cytoplasm|Cell membrane|Lysosome/Vacuole,,0.551800012588501,0.2921000123023987,0.03220000118017197,0.6600000262260437,0.24199999868869781,0.02590000070631504,0.19939999282360077,0.6158999800682068,0.48579999804496765,0.045099999755620956
sp|Q9Y103|TFP11_DROME,Nucleus,Nuclear localization signal,0.3142000138759613,0.7689999938011169,0.14030000567436218,0.09709999710321426,0.09570000320672989,0.00139999995008111,0.02280000038444996,0.03889999911189079,0.035999998450279236,0.00019999999494757503
tr|X2JF73|X2JF73_DROME,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.6945000290870667,0.4918000102043152,0.03790000081062317,0.17399999499320984,0.10100000351667404,0.01080000028014183,0.17810000479221344,0.35190001130104065,0.23849999904632568,0.00139999995008111
tr|A0A0B4K816|A0A0B4K816_DROME,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.17489999532699585,0.1761000007390976,0.17260000109672546,0.5097000002861023,0.18619999289512634,0.0038999998942017555,0.2354000061750412,0.7055000066757202,0.5220000147819519,0.00430000014603138
tr|A0A0B4KGS5|A0A0B4KGS5_DROME,Cytoplasm,Nuclear localization signal,0.42750000953674316,0.40149998664855957,0.027000000700354576,0.29600000381469727,0.11429999768733978,0.032099999487400055,0.2766000032424927,0.07349999994039536,0.08669999986886978,0.0044999998062849045
tr|A0A1W5PXH3|A0A1W5PXH3_DROME,Nucleus,Nuclear localization signal,0.22759999334812164,0.9318000078201294,0.02459999918937683,0.02449999935925007,0.03970000147819519,0.00419999985024333,0.01940000057220459,0.011599999852478504,0.010099999606609344,0.000699999975040555
tr|A0A1Z1CH08|A0A1Z1CH08_DROME,Cytoplasm,,0.475600004196167,0.46880000829696655,0.2793000042438507,0.16290000081062317,0.4618000090122223,0.06759999692440033,0.2856999933719635,0.1940000057220459,0.32019999623298645,0.021299999207258224
tr|A0A6M3QH83|A0A6M3QH83_DROME,Cell membrane,Signal peptide|Transmembrane domain,0.18860000371932983,0.09279999881982803,0.16259999573230743,0.6614999771118164,0.05050000175833702,0.006099999882280827,0.35350000858306885,0.4359000027179718,0.46070000529289246,0.03280000016093254
