#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
MFS_1                PF07690.19   347 FBgn0040350          -            558   1.1e-27   97.0  39.0   1   2   6.5e-27   6.4e-23   81.3   5.7     8   229    59   360    39   380 0.86 Major Facilitator Superfamily
MFS_1                PF07690.19   347 FBgn0040350          -            558   1.1e-27   97.0  39.0   2   2     1e-08    0.0001   21.5  25.3    43   174   422   551   409   558 0.84 Major Facilitator Superfamily
Sugar_tr             PF00083.27   452 FBgn0040350          -            558   3.4e-18   65.9  31.4   1   2   8.2e-20   8.1e-16   58.0   6.8    43   212    77   253    40   267 0.85 Sugar (and other) transporter
Sugar_tr             PF00083.27   452 FBgn0040350          -            558   3.4e-18   65.9  31.4   2   2     3e-06      0.03   13.3  16.6   286   435   409   548   400   554 0.85 Sugar (and other) transporter
DUF1397              PF07165.14   203 FBgn0040364          -            312   2.2e-67  226.5   8.6   1   1   1.3e-71   2.6e-67  226.3   8.6     2   203    56   268    55   268 0.98 Protein of unknown function (DUF1397)
EF-hand_7            PF13499.9     67 FBgn0025642          -            225   2.7e-11   43.7   0.0   1   2   2.4e-11   1.6e-07   31.7   0.0     2    67    29   137    28   137 0.82 EF-hand domain pair
EF-hand_7            PF13499.9     67 FBgn0025642          -            225   2.7e-11   43.7   0.0   2   2   9.4e-07    0.0062   17.0   0.0     9    63   117   189   109   193 0.69 EF-hand domain pair
EF-hand_6            PF13405.9     30 FBgn0025642          -            225   2.6e-09   36.1   0.0   1   2     2e-05      0.13   12.2   0.0     2    27    31    56    30    60 0.87 EF-hand domain
EF-hand_6            PF13405.9     30 FBgn0025642          -            225   2.6e-09   36.1   0.0   2   2     4e-08   0.00026   20.6   0.0     7    28   117   138   105   141 0.91 EF-hand domain
EF-hand_1            PF00036.35    29 FBgn0025642          -            225   1.5e-05   24.3   0.0   1   1   3.7e-07    0.0024   17.4   0.0     7    28   117   138   112   139 0.94 EF hand
Tetraspanin          PF00335.23   224 FBgn0024361          -            244     3e-34  118.8  14.5   1   1   1.7e-38   3.4e-34  118.6  14.5     1   223    19   230    19   231 0.89 Tetraspanin family
AA_permease          PF00324.24   470 FBgn0024365          -            712   2.9e-46  158.3  31.1   1   1   2.9e-50   2.9e-46  158.3  31.1     2   398    98   475    97   481 0.86 Amino acid permease
AA_permease_2        PF13520.9    428 FBgn0024365          -            712   1.5e-22   80.3  35.1   1   1   1.5e-26   1.5e-22   80.3  35.1    10   367   106   451    92   474 0.79 Amino acid permease
FH2                  PF02181.26   372 FBgn0025641          -           1153  2.9e-118  395.4   2.1   1   1  4.4e-122  2.9e-118  395.4   2.1     2   371   641  1018   640  1019 0.98 Formin Homology 2 Domain
Drf_FH3              PF06367.19   195 FBgn0025641          -           1153   1.6e-61  207.6   0.9   1   1   2.4e-65   1.6e-61  207.6   0.9     1   183   241   434   241   445 0.95 Diaphanous FH3 Domain
Drf_GBD              PF06371.16   188 FBgn0025641          -           1153   3.7e-39  134.3   0.0   1   1   1.7e-42   1.1e-38  132.8   0.0     2   188    39   238    38   238 0.95 Diaphanous GTPase-binding Domain
Trypsin              PF00089.29   220 FBgn0025383          -            302   1.6e-49  168.8   0.1   1   1     2e-53   1.9e-49  168.5   0.1     1   220    33   270    33   270 0.94 Trypsin
Trypsin_2            PF13365.9    142 FBgn0025383          -            302   1.9e-05   25.5   0.0   1   1   4.2e-09   4.1e-05   24.5   0.0     3   142    67   244    60   244 0.65 Trypsin-like peptidase domain
LRR_8                PF13855.9     61 FBgn0001189          -            611   7.9e-09   35.3   1.4   1   1   1.2e-12   7.9e-09   35.3   1.4     1    61   235   294   235   294 0.94 Leucine rich repeat
LRR_4                PF12799.10    44 FBgn0001189          -            611   4.2e-05   23.8  22.6   1   2   6.1e-07     0.004   17.5   1.5     3    36   260   294   258   301 0.84 Leucine Rich repeats (2 copies)
LRR_4                PF12799.10    44 FBgn0001189          -            611   4.2e-05   23.8  22.6   2   2     6e-06     0.039   14.4   0.8     6    41   421   459   420   462 0.84 Leucine Rich repeats (2 copies)
LRR_9                PF14580.9    175 FBgn0001189          -            611    0.0007   19.3   5.2   1   1   1.4e-06    0.0089   15.7   0.6    47   101   240   295   223   321 0.89 Leucine-rich repeat
Laminin_G_3          PF13385.9    151 FBgn0024897          -            558   6.2e-09   36.3   0.1   1   1   1.4e-12   1.4e-08   35.2   0.1    14   147   154   295   141   298 0.73 Concanavalin A-like lectin/glucanases superfamily
Pentaxin             PF00354.20   194 FBgn0024897          -            558   7.3e-09   35.7   0.0   1   1   1.3e-12   1.2e-08   35.0   0.0    23   105   154   242   137   256 0.79 Pentaxin family
Sarcoglycan_1        PF04790.16   258 FBgn0025391          -            404   1.9e-80  270.0   0.0   1   1   2.3e-84   2.3e-80  269.7   0.0     2   256   134   392   133   394 0.97 Sarcoglycan complex subunit protein
DUF2345              PF10106.12   151 FBgn0025391          -            404   1.1e-05   25.4   0.5   1   1   4.4e-09   4.3e-05   23.5   0.0    80   131   300   351   293   354 0.94 Uncharacterized protein conserved in bacteria (DUF2345)
Trypsin              PF00089.29   220 FBgn0025378          -            305   1.3e-45  156.1   0.0   1   1   7.8e-50   1.5e-45  155.8   0.0     4   220    49   278    46   278 0.90 Trypsin
CBM_14               PF01607.27    53 FBgn0025390          -           1795   4.7e-18   65.2  27.2   1   3   1.1e-05      0.22   11.8   3.5     1    46    90   135    90   139 0.89 Chitin binding Peritrophin-A domain
CBM_14               PF01607.27    53 FBgn0025390          -           1795   4.7e-18   65.2  27.2   2   3   1.9e-13   3.6e-09   36.7   4.2     1    49   149   197   149   199 0.94 Chitin binding Peritrophin-A domain
CBM_14               PF01607.27    53 FBgn0025390          -           1795   4.7e-18   65.2  27.2   3   3   9.1e-11   1.8e-06   28.1   3.9     1    53   221   275   221   275 0.92 Chitin binding Peritrophin-A domain
Trypsin              PF00089.29   220 FBgn0052808          -            284   4.8e-61  206.5   0.0   1   1   5.7e-65   5.6e-61  206.3   0.0     1   220    30   255    30   255 0.96 Trypsin
Trypsin_2            PF13365.9    142 FBgn0052808          -            284    0.0001   23.2   0.3   1   1   2.1e-08    0.0002   22.2   0.3     8   133    64   218    56   228 0.58 Trypsin-like peptidase domain
O-FucT               PF10250.12   320 FBgn0027791          -            490   3.3e-45  155.2   0.1   1   1     5e-49   9.8e-45  153.6   0.1     1   319    73   446    73   447 0.82 GDP-fucose protein O-fucosyltransferase
Vps26                PF03643.18   275 FBgn0014411          -            478  2.3e-137  456.6   3.9   1   1  1.4e-141  2.8e-137  456.3   3.9     1   275     6   280     6   280 1.00 Vacuolar protein sorting-associated protein 26
7tm_1                PF00001.24   256 FBgn0025631          -            670   6.6e-52  176.6   8.1   1   1   1.7e-55   6.6e-52  176.6   8.1     1   256    53   363    53   363 0.92 7 transmembrane receptor (rhodopsin family)
7TM_GPCR_Srsx        PF10320.12   257 FBgn0025631          -            670   3.7e-11   43.0  15.1   1   1   7.3e-14   2.9e-10   40.1  15.1     1   256    47   377    47   378 0.80 Serpentine type 7TM GPCR chemoreceptor Srsx
7TM_GPCR_Srv         PF10323.12   283 FBgn0025631          -            670   3.4e-10   39.9  11.5   1   2   2.4e-12   9.4e-09   35.1   5.2    38   204    76   242    44   250 0.81 Serpentine type 7TM GPCR chemoreceptor Srv
7TM_GPCR_Srv         PF10323.12   283 FBgn0025631          -            670   3.4e-10   39.9  11.5   2   2   0.00033       1.3    8.4   0.3   196   277   296   374   286   380 0.79 Serpentine type 7TM GPCR chemoreceptor Srv
7TM_GPCR_Srx         PF10328.12   263 FBgn0025631          -            670   2.9e-08   33.7   9.1   1   1   7.4e-12   2.9e-08   33.7   9.1     1   200    44   239    44   248 0.78 Serpentine type 7TM GPCR chemoreceptor Srx
7TM_GPCR_Srw         PF10324.12   319 FBgn0025631          -            670   1.7e-05   24.4   0.5   1   1   4.3e-09   1.7e-05   24.4   0.5   230   319   303   381   290   381 0.85 Serpentine type 7TM GPCR chemoreceptor Srw
Spectrin             PF00435.24   105 FBgn0000667          -            917   2.3e-58  195.3  25.5   1   4   7.3e-14   1.8e-10   41.3   1.0     2   103   300   407   299   409 0.90 Spectrin repeat
Spectrin             PF00435.24   105 FBgn0000667          -            917   2.3e-58  195.3  25.5   2   4   8.2e-26     2e-22   79.8   8.5     1   105   419   524   419   524 0.98 Spectrin repeat
Spectrin             PF00435.24   105 FBgn0000667          -            917   2.3e-58  195.3  25.5   3   4   1.9e-14   4.6e-11   43.3   0.0     4   104   537   644   535   645 0.89 Spectrin repeat
Spectrin             PF00435.24   105 FBgn0000667          -            917   2.3e-58  195.3  25.5   4   4   7.4e-14   1.8e-10   41.3   0.3     3   104   657   757   655   758 0.94 Spectrin repeat
CH                   PF00307.34   109 FBgn0000667          -            917   5.6e-55  184.3   0.1   1   2   1.7e-25   4.2e-22   78.5   0.0     2   108    35   138    34   139 0.95 Calponin homology (CH) domain
CH                   PF00307.34   109 FBgn0000667          -            917   5.6e-55  184.3   0.1   2   2   5.8e-33   1.4e-29  102.5   0.0     2   108   148   253   147   254 0.96 Calponin homology (CH) domain
EFhand_Ca_insen      PF08726.13    69 FBgn0000667          -            917   1.8e-28   98.5   0.0   1   1   3.5e-31   8.6e-28   96.3   0.0     1    69   847   913   847   913 0.99 Ca2+ insensitive EF hand
EF-hand_1            PF00036.35    29 FBgn0000667          -            917   1.3e-10   40.2   0.4   1   2   1.8e-08   4.4e-05   22.9   0.0     1    28   775   802   775   803 0.92 EF hand
EF-hand_1            PF00036.35    29 FBgn0000667          -            917   1.3e-10   40.2   0.4   2   2   9.6e-06     0.024   14.3   0.0     1    28   816   843   816   844 0.94 EF hand
EF-hand_6            PF13405.9     30 FBgn0000667          -            917   2.2e-09   36.3   0.1   1   1   1.7e-09   4.1e-06   26.2   0.0     1    30   775   804   775   804 0.95 EF-hand domain
CAMSAP_CH            PF11971.11    85 FBgn0000667          -            917   1.3e-08   34.6   0.1   1   1   1.2e-10   2.9e-07   30.3   0.1     8    83   164   232   157   234 0.86 CAMSAP CH domain
EF-hand_7            PF13499.9     67 FBgn0000667          -            917   3.1e-07   30.7   1.1   1   1   3.9e-10   9.7e-07   29.2   0.1     4    67   776   842   773   842 0.81 EF-hand domain pair
EF-hand_8            PF13833.9     54 FBgn0000667          -            917     1e-05   25.3   0.1   1   2   0.00039      0.96    9.4   0.0    26    52   775   801   773   803 0.87 EF-hand domain pair
EF-hand_8            PF13833.9     54 FBgn0000667          -            917     1e-05   25.3   0.1   2   2   3.6e-08   8.7e-05   22.3   0.0     2    53   788   843   787   844 0.92 EF-hand domain pair
Peptidase_C13        PF01650.21   258 FBgn0023545          -            355   7.1e-51  173.3   0.0   1   1   4.8e-55   9.5e-51  172.9   0.0     1   234    46   280    46   291 0.95 Peptidase C13 family
Frag1                PF10277.12   220 FBgn0025624          -            246   8.1e-55  185.8  17.1   1   1   4.7e-59   9.2e-55  185.7  17.1     2   219     4   229     3   230 0.98 Frag1/DRAM/Sfk1 family
MFS_1                PF07690.19   347 FBgn0023549          -            626   4.9e-44  150.8  24.5   1   2   1.8e-27   1.2e-23   83.8   9.6     3   192    43   231    38   269 0.86 Major Facilitator Superfamily
MFS_1                PF07690.19   347 FBgn0023549          -            626   4.9e-44  150.8  24.5   2   2   3.3e-24   2.2e-20   73.0   6.9     2   187   432   616   431   625 0.89 Major Facilitator Superfamily
MFS_4                PF06779.17   365 FBgn0023549          -            626   5.6e-10   39.2  16.7   1   2   8.1e-06     0.053   13.0   2.5    58   172   101   214    73   242 0.75 Uncharacterised MFS-type transporter YbfB
MFS_4                PF06779.17   365 FBgn0023549          -            626   5.6e-10   39.2  16.7   2   2   1.5e-11   9.8e-08   31.8   6.5   191   364   424   600   404   601 0.91 Uncharacterised MFS-type transporter YbfB
ATG22                PF11700.11   482 FBgn0023549          -            626   0.00079   18.3   7.4   1   1   1.2e-07   0.00079   18.3   7.4   276   472   415   603   393   613 0.83 Vacuole effluxer Atg22 like
7tm_6                PF02949.23   313 FBgn0023523          -            397   1.1e-88  297.4   9.5   1   1   5.6e-93   1.1e-88  297.4   9.5     1   313    66   387    66   387 0.97 7tm Odorant receptor
PK_Tyr_Ser-Thr       PF07714.20   258 FBgn0003079          -            739   6.6e-59  199.4   0.0   1   1   7.9e-62   1.7e-58  198.0   0.0     5   257   433   685   429   686 0.90 Protein tyrosine and serine/threonine kinase
Pkinase              PF00069.28   263 FBgn0003079          -            739   2.5e-56  191.1   0.0   1   1   2.1e-59   4.7e-56  190.2   0.0     6   259   434   684   430   686 0.91 Protein kinase domain
RBD                  PF02196.18    69 FBgn0003079          -            739   1.5e-21   76.2   0.1   1   1   1.7e-24   3.7e-21   74.9   0.1     1    68   142   209   142   210 0.98 Raf-like Ras-binding domain
C1_1                 PF00130.25    53 FBgn0003079          -            739   3.3e-11   43.0   6.0   1   1     3e-14   6.5e-11   42.0   6.0     1    51   223   269   223   271 0.98 Phorbol esters/diacylglycerol binding domain (C1 domain)
Kinase-like          PF14531.9    289 FBgn0003079          -            739   1.1e-07   31.6   0.0   1   1   1.5e-10   3.3e-07   29.9   0.0   150   289   528   676   506   676 0.85 Kinase-like
zf-RING-like         PF08746.14    43 FBgn0003079          -            739   1.3e-05   25.3   2.7   1   1   2.1e-08   4.6e-05   23.6   2.7     1    30   236   263   236   265 0.96 RING-like domain
ABC1                 PF03109.19   244 FBgn0003079          -            739     2e-05   23.9   0.0   1   1     5e-07    0.0011   18.3   0.0   145   215   499   571   492   581 0.88 ABC1 atypical kinase-like domain
Pkinase_fungal       PF17667.4    387 FBgn0003079          -            739   0.00013   20.9   0.0   1   1   1.3e-07   0.00028   19.8   0.0   294   376   531   611   514   621 0.84 Fungal protein kinase
C1_2                 PF03107.19    48 FBgn0003079          -            739   0.00044   20.6   4.3   1   1   4.6e-07     0.001   19.5   4.3    16    48   232   261   219   261 0.80 C1 domain
MFS_1                PF07690.19   347 FBgn0023524          -            743   0.00042   19.4  29.9   1   2   9.6e-08    0.0019   17.3   2.4    31   110   290   368   226   374 0.60 Major Facilitator Superfamily
MFS_1                PF07690.19   347 FBgn0023524          -            743   0.00042   19.4  29.9   2   2     5e-06     0.099   11.7  15.2   150   324   511   677   478   699 0.66 Major Facilitator Superfamily
Vinculin             PF01044.22   852 FBgn0004397          -            961         0 1143.8  17.2   1   1         0         0 1143.7  17.2     1   852     3   960     3   960 0.96 Vinculin family
PKD_channel          PF08016.15   225 FBgn0040333          -            750   1.5e-72  243.8  23.7   1   1   2.4e-76   1.5e-72  243.8  23.7     2   223   371   595   370   596 0.99 Polycystin cation channel
Polycystin_dom       PF20519.1    199 FBgn0040333          -            750   2.1e-61  207.1   0.0   1   1   5.2e-65   3.4e-61  206.4   0.0     1   199   171   369   171   369 0.99 Polycystin domain
Ion_trans            PF00520.34   241 FBgn0040333          -            750   1.1e-06   28.2  22.8   1   1   1.6e-10   1.1e-06   28.2  22.8    30   235   377   596   332   601 0.75 Ion transport protein
Tetraspanin          PF00335.23   224 FBgn0040334          -            304   4.1e-52  177.2  13.3   1   1   2.6e-56   5.1e-52  176.9  13.3     1   221    43   291    43   293 0.94 Tetraspanin family
Ig_3                 PF13927.9     78 FBgn0040388          -            998     8e-39  132.2   5.0   1   4   1.9e-06    0.0048   17.5   0.0     8    77    42   118    38   118 0.65 Immunoglobulin domain
Ig_3                 PF13927.9     78 FBgn0040388          -            998     8e-39  132.2   5.0   2   4   1.2e-09   2.9e-06   27.8   0.0    21    78   163   217   149   217 0.81 Immunoglobulin domain
Ig_3                 PF13927.9     78 FBgn0040388          -            998     8e-39  132.2   5.0   3   4     3e-13   7.3e-10   39.4   0.0     2    78   242   315   241   315 0.82 Immunoglobulin domain
Ig_3                 PF13927.9     78 FBgn0040388          -            998     8e-39  132.2   5.0   4   4   3.6e-15   8.8e-12   45.5   0.0     2    78   333   405   332   405 0.89 Immunoglobulin domain
I-set                PF07679.19    90 FBgn0040388          -            998   1.8e-27   95.3   0.0   1   4   0.00086       2.1    8.6   0.0     3    75    38   117    36   127 0.81 Immunoglobulin I-set domain
I-set                PF07679.19    90 FBgn0040388          -            998   1.8e-27   95.3   0.0   2   4   1.4e-06    0.0034   17.5   0.0    34    83   178   223   165   230 0.71 Immunoglobulin I-set domain
I-set                PF07679.19    90 FBgn0040388          -            998   1.8e-27   95.3   0.0   3   4   2.4e-10   5.8e-07   29.6   0.0     3    78   244   316   242   329 0.80 Immunoglobulin I-set domain
I-set                PF07679.19    90 FBgn0040388          -            998   1.8e-27   95.3   0.0   4   4   1.1e-11   2.6e-08   33.9   0.0     4    88   336   416   333   418 0.87 Immunoglobulin I-set domain
Ig_2                 PF13895.9     79 FBgn0040388          -            998   3.4e-26   91.4   0.1   1   4   5.3e-06     0.013   15.8   0.0     6    77    42   131    38   133 0.77 Immunoglobulin domain
Ig_2                 PF13895.9     79 FBgn0040388          -            998   3.4e-26   91.4   0.1   2   4   9.7e-09   2.4e-05   24.6   0.0    18    67   162   219   152   232 0.79 Immunoglobulin domain
Ig_2                 PF13895.9     79 FBgn0040388          -            998   3.4e-26   91.4   0.1   3   4   7.4e-07    0.0018   18.5   0.0     4    66   245   316   242   329 0.77 Immunoglobulin domain
Ig_2                 PF13895.9     79 FBgn0040388          -            998   3.4e-26   91.4   0.1   4   4   4.4e-09   1.1e-05   25.7   0.0     2    65   334   405   332   418 0.84 Immunoglobulin domain
ig                   PF00047.28    86 FBgn0040388          -            998   1.9e-25   89.0   0.0   1   3   3.6e-06    0.0089   16.4   0.0    15    82   162   224   154   227 0.79 Immunoglobulin domain
ig                   PF00047.28    86 FBgn0040388          -            998   1.9e-25   89.0   0.0   2   3   8.3e-12     2e-08   34.4   0.0     3    77   249   317   247   324 0.92 Immunoglobulin domain
ig                   PF00047.28    86 FBgn0040388          -            998   1.9e-25   89.0   0.0   3   3   1.9e-08   4.8e-05   23.6   0.0     6    80   342   410   338   412 0.93 Immunoglobulin domain
fn3                  PF00041.24    85 FBgn0040388          -            998   2.4e-20   72.8   1.7   1   3   2.1e-08   5.2e-05   23.6   0.1     2    53   470   523   469   528 0.91 Fibronectin type III domain
fn3                  PF00041.24    85 FBgn0040388          -            998   2.4e-20   72.8   1.7   2   3   0.00045       1.1    9.7   0.0    54    79   558   583   537   589 0.77 Fibronectin type III domain
fn3                  PF00041.24    85 FBgn0040388          -            998   2.4e-20   72.8   1.7   3   3   1.8e-12   4.5e-09   36.6   0.0     6    84   612   692   607   693 0.87 Fibronectin type III domain
V-set                PF07686.20   108 FBgn0040388          -            998   3.6e-09   36.9   0.0   1   1   2.5e-05     0.062   13.6   0.0    73   107   295   329   277   330 0.82 Immunoglobulin V-set domain
C2-set_2             PF08205.15    89 FBgn0040388          -            998   2.7e-05   24.2   0.4   1   1     8e-06      0.02   15.1   0.0     5    41   338   373   333   392 0.82 CD80-like C2-set immunoglobulin domain
Izumo-Ig             PF16706.8     88 FBgn0040388          -            998   0.00024   21.1   0.0   1   2   0.00065       1.6    8.9   0.0    29    67   176   214   169   222 0.84 Izumo-like Immunoglobulin domain
Izumo-Ig             PF16706.8     88 FBgn0040388          -            998   0.00024   21.1   0.0   2   2   0.00088       2.2    8.4   0.0    51    70   296   315   275   329 0.80 Izumo-like Immunoglobulin domain
ABC2_membrane        PF01061.27   211 FBgn0003996          -            687   9.4e-50  169.2  23.8   1   1   3.5e-53   1.4e-49  168.6  23.8     2   211   412   622   411   622 0.99 ABC-2 type transporter
ABC_tran             PF00005.30   150 FBgn0003996          -            687   2.2e-26   93.3   0.0   1   1   9.3e-30   3.7e-26   92.6   0.0     2   150   114   269   113   269 0.92 ABC transporter
ABC2_membrane_7      PF19055.3    409 FBgn0003996          -            687   1.5e-13   50.6   5.5   1   2   4.5e-13   1.8e-09   37.2   0.0     1    60   298   356   298   390 0.88 ABC-2 type transporter
ABC2_membrane_7      PF19055.3    409 FBgn0003996          -            687   1.5e-13   50.6   5.5   2   2   1.2e-05     0.047   12.7   4.0   155   354   407   620   372   626 0.69 ABC-2 type transporter
AAA_21               PF13304.9    303 FBgn0003996          -            687   1.4e-07   31.9   0.1   1   2   0.00031       1.2    9.1   0.0     3    21   127   145   125   167 0.79 AAA domain, putative AbiEii toxin, Type IV TA system
AAA_21               PF13304.9    303 FBgn0003996          -            687   1.4e-07   31.9   0.1   2   2     1e-07   0.00039   20.5   0.0   238   299   242   300   237   302 0.87 AAA domain, putative AbiEii toxin, Type IV TA system
ABC2_membrane_3      PF12698.10   347 FBgn0003996          -            687   1.9e-06   27.4  10.9   1   1   4.8e-10   1.9e-06   27.4  10.9   205   305   505   607   499   620 0.87 ABC-2 family transporter protein
SNARE                PF05739.22    53 FBgn0024980          -            333   6.8e-16   58.1   1.3   1   1   2.1e-19     2e-15   56.6   1.3     1    53   275   327   275   327 0.98 SNARE domain
Syntaxin             PF00804.28   199 FBgn0024980          -            333   1.9e-15   57.2  15.8   1   1   2.2e-19   2.1e-15   57.1  14.6     5   198    83   273    79   274 0.93 Syntaxin
JHBP                 PF06585.14   240 FBgn0000092          -            260   7.9e-62  208.7   0.0   1   1   4.7e-66   9.3e-62  208.4   0.0     6   240    19   258    11   258 0.95 Haemolymph juvenile hormone binding protein (JHBP)
EGF                  PF00008.30    32 FBgn0004647          -           2703  1.4e-206  667.5 593.2   1  35   3.1e-06    0.0047   17.3   8.3     1    32    62    93    62    93 0.95 EGF-like domain
EGF                  PF00008.30    32 FBgn0004647          -           2703  1.4e-206  667.5 593.2   2  35   4.3e-08   6.5e-05   23.2   5.7     1    30   100   132   100   134 0.86 EGF-like domain
EGF                  PF00008.30    32 FBgn0004647          -           2703  1.4e-206  667.5 593.2   3  35   5.7e-09   8.6e-06   26.0   6.5     1    32   143   174   143   174 0.83 EGF-like domain
EGF                  PF00008.30    32 FBgn0004647          -           2703  1.4e-206  667.5 593.2   4  35   4.7e-10   7.1e-07   29.5   5.7     1    32   181   213   181   213 0.92 EGF-like domain
